Id,Attrition
174,0.957728
175,0.000000
176,0.009151
177,0.000226
178,0.414723
179,0.000303
180,0.998477
181,0.021128
182,0.088676
183,0.999994
184,0.000000
185,0.998204
186,0.135521
187,0.618829
188,0.000038
189,0.000005
190,0.003001
191,0.002238
192,0.005140
193,0.000002
194,0.872216
195,0.999514
196,0.121418
197,0.000469
198,0.525637
199,0.000187
200,0.000085
201,0.478688
202,0.040625
203,0.999203
204,0.000000
205,0.001164
206,0.000002
207,0.997471
208,0.000351
209,0.000733
210,0.059726
211,0.074312
212,0.000140
213,0.022878
214,0.000366
215,0.900612
216,0.999819
217,0.697321
218,0.009992
219,0.000030
220,0.133097
221,0.481956
222,0.003151
223,0.000137
224,0.014306
225,0.362537
226,0.000441
227,0.017939
228,0.000225
229,0.031415
230,0.000025
231,0.241794
232,0.002541
233,0.001121
234,0.812163
235,0.000013
236,0.074635
237,0.006057
238,0.000030
239,0.997313
240,0.000189
241,0.000001
242,0.000029
243,0.966773
244,0.999693
245,0.000004
246,0.000003
247,0.999373
248,0.000348
249,0.000028
250,0.000002
251,0.000004
252,0.000012
253,0.000004
254,0.000286
255,0.000001
256,0.995680
257,0.001384
258,0.001655
259,0.000000
260,0.173495
261,0.000001
262,0.001037
263,0.030876
264,0.667169
265,0.017090
266,0.071026
267,0.000006
268,0.000004
269,0.062937
270,0.000007
271,0.000014
272,0.059065
273,0.999984
274,0.074899
275,0.998648
276,0.194886
277,0.001432
278,0.001044
279,0.000109
280,0.000002
281,0.904711
282,0.379602
283,0.003716
284,0.220948
285,0.660028
286,0.996279
287,0.010313
288,0.697669
289,0.002820
290,0.025654
291,0.984473
292,0.052931
293,0.000079
294,0.000004
295,0.000000
296,0.000831
297,0.000015
298,0.009430
299,0.983793
300,0.001298
301,0.022028
302,0.000000
303,0.003762
304,0.999980
305,0.000012
306,0.000000
307,0.012223
308,0.000042
309,0.000001
310,0.000000
311,0.001280
312,0.053209
313,0.001715
314,0.000041
315,0.073039
316,0.002418
317,0.348309
318,0.019762
319,0.000071
320,0.000217
321,0.000802
322,0.000964
323,0.000061
324,0.002598
325,0.813906
326,0.004552
327,0.498721
328,0.080707
329,0.957944
330,0.072953
331,0.000008
332,0.000026
333,0.001109
334,0.000067
335,0.006568
336,0.000109
337,0.000791
338,0.009200
339,0.064978
340,0.396114
341,0.000538
342,0.992545
343,0.000100
344,0.285949
345,0.001226
346,0.024605
347,0.034774
348,0.052583
349,0.000732
350,0.191170
351,0.000000
352,0.000108
353,0.004018
354,0.000018
355,0.000003
356,0.908316
357,0.998512
358,0.000014
359,0.053795
360,0.187854
361,0.000004
362,0.003965
363,0.002270
364,0.044460
365,0.890978
366,0.000003
367,0.026528
368,0.000129
369,0.029180
370,0.840859
371,0.000803
372,0.000104
373,0.000107
374,0.693150
375,0.037645
376,0.020448
377,0.290627
378,0.011589
379,0.085208
380,0.000000
381,0.999052
382,0.004989
383,0.000389
384,0.000001
385,0.939698
386,0.820057
387,0.025521
388,0.912718
389,0.954181
390,0.009705
391,0.000562
392,0.000000
393,0.067643
394,0.000004
395,0.000000
396,0.004840
397,0.903483
398,0.000007
399,0.000037
400,0.000376
401,0.002132
402,0.000002
403,0.002184
404,0.121577
405,0.000061
406,0.000026
407,0.000006
408,0.441145
409,0.000443
410,0.000005
411,0.004408
412,0.000017
413,0.000027
414,0.000026
415,0.000033
416,0.000006
417,0.994152
418,0.028675
419,0.000005
420,0.002161
421,0.328580
422,0.604207
423,0.000236
424,0.001159
425,0.002784
426,0.000319
427,0.000020
428,0.000000
429,0.114425
430,0.554156
431,0.000129
432,0.000023
433,0.000289
434,0.000450
435,0.001148
436,0.000000
437,0.000382
438,0.000002
439,0.002647
440,0.000004
441,0.001537
442,0.041255
443,0.000685
444,0.000000
445,0.201465
446,0.000002
447,0.000015
448,0.000402
449,0.000149
450,0.002622
451,0.000360
452,0.006624
453,0.989341
454,0.004659
455,0.011767
456,0.000182
457,0.684916
458,0.000467
459,0.022628
460,0.005897
461,0.000003
462,0.001360
463,0.270219
464,0.006435
465,0.473900
466,0.102675
467,0.998502
468,0.000169
469,0.042084
470,0.000073
